,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_period_by_year,num_services,charge_group
8453,f,0,Yes,No,41.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),31.01,1271.41,Yes,2 - 4 year,3,Low
8454,m,0,No,Yes,5.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,87.64,-44.89,No,0 - 1 year,3,Medium
8455,m,1,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,unkown,114.2,114.2,Yes,0 - 1 year,3,High
8456,m,0,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.27,1323.07,No,2 - 4 year,2,Low
8457,m,0,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.45,1377.95,Yes,2 - 4 year,1,Low
8458,f,0,No,No,12.0,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.54,426.48,Yes,0 - 1 year,3,Low
8459,f,1,No,No,2.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,39.74,79.48,No,0 - 1 year,2,Low
8460,f,0,No,No,39.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.31,4458.09,Yes,2 - 4 year,2,High
8461,m,1,Yes,No,3.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.27,141.81,Yes,0 - 1 year,2,Low
8462,f,0,No,Yes,21.0,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,One year,Yes,Electronic check,65.98,1389.9900000000002,No,1 - 2 year,2,Medium
8463,m,0,No,Yes,26.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.87,1140.62,No,2 - 4 year,2,Low
8464,f,1,Yes,Yes,16.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.44,1543.04,Yes,1 - 2 year,2,Medium
8465,m,1,No,No,13.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.25,1420.25,Yes,1 - 2 year,2,High
8466,f,0,No,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.96,149.8,Yes,0 - 1 year,1,Low
8467,f,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.2,1545.6,Yes,1 - 2 year,4,Medium
8468,f,0,No,No,27.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,31.72,856.44,Yes,2 - 4 year,3,Low
8469,m,0,Yes,Yes,44.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.41,3010.04,Yes,2 - 4 year,2,Medium
8470,m,0,Yes,No,10.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.77,417.7,No,0 - 1 year,2,Low
8471,m,0,Yes,Yes,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,28.84,1038.24,No,2 - 4 year,2,Low
8472,m,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.2,1568.0,Yes,2 - 4 year,2,Low
8473,m,0,Yes,No,1.0,Yes,unkown,DSL,No,No,No,No internet service,No,No,One year,Yes,Electronic check,49.33,49.33,No,0 - 1 year,1,Low
8474,f,0,Yes,No,12.0,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),69.12,829.44,Yes,0 - 1 year,3,Medium
8475,f,0,No,No,8.0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.46,323.68,Yes,0 - 1 year,1,Low
8476,m,1,Yes,No,8.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,unkown,87.7,701.6,Yes,0 - 1 year,3,Medium
8477,m,0,No,Yes,15.0,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,46.83,702.45,Yes,1 - 2 year,2,Low
8478,m,0,Yes,No,17.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.04,1819.68,Yes,1 - 2 year,3,High
8479,m,0,No,No,999.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,26.31,26283.69,Yes,4+ years,3,Low
8480,f,0,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),44.38,1065.12,No,1 - 2 year,3,Low
8481,f,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.05,622.35,Yes,2 - 4 year,3,Low
8482,f,0,No,No,25.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,31.76,794.0,Yes,2 - 4 year,5,Low
8483,f,0,Yes,No,40.0,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.1,3604.0,No,2 - 4 year,3,Medium
8484,f,0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,111.96,335.88,No,0 - 1 year,2,High
8485,f,0,Yes,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.43,272.58,Yes,0 - 1 year,1,Low
8486,f,1,Yes,No,38.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,109.14,4147.32,Yes,2 - 4 year,2,High
8487,m,0,No,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.71,821.33,Yes,1 - 2 year,1,Low
8488,m,0,Yes,No,23.0,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,40.86,939.78,Yes,1 - 2 year,1,Low
8489,m,0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,2093.0,No,1 - 2 year,4,Medium
8490,f,0,Yes,Yes,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.02,828.36,Yes,1 - 2 year,2,Low
8491,m,0,Yes,No,10.0,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,41.59,415.9,Yes,0 - 1 year,3,Low
8492,m,0,No,No,16.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.32,469.12,Yes,1 - 2 year,2,Low
8493,f,0,No,No,19.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.23,574.37,Yes,1 - 2 year,3,Low
8494,m,0,Yes,No,19.0,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),26.36,500.84,No,1 - 2 year,2,Low
8495,f,0,No,No,18.0,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,46.63,839.34,No,1 - 2 year,4,Low
8496,f,0,No,No,32.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.95,1534.4,Yes,2 - 4 year,2,Low
8497,f,0,No,Yes,20.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.37,467.4,Yes,1 - 2 year,2,Low
8498,m,0,No,Yes,22.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,unkown,19.06,419.32,No,1 - 2 year,4,Low
8499,m,1,Yes,Yes,32.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,46.26,1480.32,No,2 - 4 year,4,Low
8500,f,0,No,Yes,44.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),36.01,1584.44,No,2 - 4 year,5,Low
8501,m,0,No,No,27.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.25,546.75,No,2 - 4 year,2,Low
8502,m,1,unkown,No,14.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.06,630.84,Yes,1 - 2 year,6,Low
8503,m,0,No,Yes,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.55,389.55,Yes,1 - 2 year,2,Low
8504,f,0,Yes,No,7.0,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.32,282.24,Yes,0 - 1 year,4,Low
8505,f,0,No,No,35.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,49.74,1740.9,No,2 - 4 year,2,Low
8506,m,1,No,Yes,25.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),44.27,1106.75,No,2 - 4 year,2,Low
8507,m,0,No,No,35.0,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.46,996.1,Yes,2 - 4 year,2,Low
8508,m,0,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.57,199.99,Yes,0 - 1 year,3,Low
8509,m,1,Yes,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.75,2294.25,Yes,1 - 2 year,1,Medium
8510,f,0,Yes,No,14.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.4,691.6,No,1 - 2 year,0,Low
8511,m,0,Yes,Yes,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,36.61,732.2,Yes,1 - 2 year,3,Low
8512,f,1,No,Yes,10.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.54,615.4,Yes,0 - 1 year,5,Medium
8513,f,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,unkown,43.48,695.68,No,1 - 2 year,2,Low
8514,m,0,unkown,No,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.09,565.08,Yes,0 - 1 year,2,Low
8515,m,0,No,No,29.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),20.8,603.2,No,2 - 4 year,2,Low
8516,f,1,Yes,No,14.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,30.2,422.8,No,1 - 2 year,2,Low
8517,m,0,No,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,unkown,39.13,626.08,Yes,1 - 2 year,3,Low
8518,f,0,No,No,21.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,107.04,2247.84,No,1 - 2 year,5,High
8519,m,1,Yes,No,44.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,103.03,4533.32,No,2 - 4 year,2,High
8520,m,0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.22,260.54,No,0 - 1 year,2,Low
8521,m,0,No,Yes,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,546.0,Yes,1 - 2 year,3,Low
8522,m,0,No,No,21.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.81,1340.01,Yes,1 - 2 year,5,Medium
8523,f,0,unkown,No,4.0,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,unkown,20.97,83.88,Yes,0 - 1 year,3,Low
8524,m,1,Yes,No,9.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,35.24,317.16,Yes,0 - 1 year,3,Low
8525,f,0,No,No,15.0,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,23.89,358.35,No,1 - 2 year,3,Low
8526,m,0,Yes,No,35.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.58,2715.3,Yes,2 - 4 year,2,Medium
8527,f,0,Yes,No,64.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.92,2362.88,No,4+ years,3,Low
8528,f,0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.41,2378.43,Yes,1 - 2 year,3,High
8529,m,0,Yes,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.31,1382.27,Yes,1 - 2 year,2,Medium
8530,m,1,No,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.32,405.08,No,1 - 2 year,1,Low
8531,unkown,1,No,No,11.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,23.96,263.56,Yes,0 - 1 year,3,Low
8532,m,0,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,unkown,49.49,148.47,No,0 - 1 year,1,Low
8533,m,1,unkown,Yes,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,44.96,134.88,No,0 - 1 year,2,Low
8534,m,0,No,No,28.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,62.19,1741.32,No,2 - 4 year,2,Medium
8535,f,1,No,Yes,16.0,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,84.46,1351.36,No,1 - 2 year,3,Medium
8536,m,1,No,No,6.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,24.73,148.38,No,0 - 1 year,4,Low
8537,m,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),38.23,191.15,No,0 - 1 year,3,Low
8538,f,0,No,No,30.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.66,1849.8,Yes,2 - 4 year,0,Medium
8539,f,0,No,No,21.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),38.91,817.11,No,1 - 2 year,2,Low
8540,m,1,No,Yes,37.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.83,1991.71,Yes,2 - 4 year,3,Medium
8541,m,0,unkown,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,21.72,369.24,No,1 - 2 year,1,Low
8542,m,1,No,Yes,9.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,34.52,310.68,Yes,0 - 1 year,4,Low
8543,m,1,unkown,No,40.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.81,1232.4,Yes,2 - 4 year,5,Low
8544,f,0,No,Yes,30.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,66.63,1998.9,Yes,2 - 4 year,6,Medium
8545,f,0,No,No,27.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.11,515.97,Yes,2 - 4 year,2,Low
8546,m,1,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.69,685.35,Yes,1 - 2 year,4,Low
8547,m,0,No,No,6.0,Yes,unkown,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.27,181.62,No,0 - 1 year,1,Low
8548,f,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.28,42.28,No,0 - 1 year,1,Low
8549,f,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),30.09,692.07,Yes,1 - 2 year,4,Low
8550,f,1,No,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.35,96.7,No,0 - 1 year,1,Low
8551,f,1,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,77.79,700.11,No,0 - 1 year,3,Medium
8552,m,0,Yes,No,65.0,Yes,unkown,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.68,6609.2,Yes,4+ years,2,High
8553,f,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,95.72,6317.52,No,4+ years,3,Medium
8554,f,1,Yes,No,23.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,88.78,2041.94,No,1 - 2 year,3,Medium
8555,m,0,Yes,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.3,535.2,No,1 - 2 year,1,Low
8556,f,0,No,No,47.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.52,2092.44,Yes,2 - 4 year,2,Low
8557,f,0,Yes,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,unkown,29.14,466.24,No,1 - 2 year,1,Low
8558,f,0,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.22,396.88,Yes,0 - 1 year,1,Medium
8559,m,1,Yes,Yes,13.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,49.49,643.37,No,1 - 2 year,5,Low
8560,m,0,Yes,No,23.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,35.89,825.47,No,1 - 2 year,2,Low
8561,m,0,No,No,22.0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.82,1976.04,Yes,1 - 2 year,1,Medium
8562,f,0,No,No,48.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),38.68,1856.64,Yes,2 - 4 year,2,Low
8563,f,1,No,No,58.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,37.68,2185.44,No,4+ years,1,Low
8564,m,0,Yes,Yes,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.01,576.24,Yes,1 - 2 year,2,Low
8565,f,0,No,No,23.0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.01,690.23,Yes,1 - 2 year,2,Low
8566,m,0,No,No,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.55,1032.8,Yes,1 - 2 year,1,Medium
8567,m,0,No,No,33.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,24.97,824.01,No,2 - 4 year,4,Low
8568,m,0,No,Yes,29.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.34,995.86,Yes,2 - 4 year,0,Low
8569,m,0,No,Yes,25.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,unkown,49.17,1229.25,Yes,2 - 4 year,4,Low
8570,m,0,No,No,15.0,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),43.12,646.8,No,1 - 2 year,2,Low
8571,m,0,Yes,Yes,20.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,unkown,112.94,2258.8,No,1 - 2 year,3,High
8572,f,0,No,No,41.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,unkown,36.93,1514.13,No,2 - 4 year,1,Low
8573,f,0,Yes,No,46.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.66,2376.36,No,2 - 4 year,5,Medium
8574,f,0,Yes,No,16.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.92,510.72,No,1 - 2 year,2,Low
8575,f,0,No,Yes,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.14,887.1,Yes,1 - 2 year,2,Medium
8576,m,0,unkown,No,6.0,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,34.35,206.1,No,0 - 1 year,3,Low
8577,m,0,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),21.63,627.27,No,2 - 4 year,2,Low
8578,m,0,No,No,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),29.69,1187.6,Yes,2 - 4 year,4,Low
8579,f,0,Yes,Yes,11.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),41.42,455.62,No,0 - 1 year,2,Low
8580,m,0,Yes,No,27.0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),46.72,1261.44,Yes,2 - 4 year,1,Low
8581,f,0,Yes,Yes,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,22.49,584.74,No,2 - 4 year,2,Low
8582,m,0,No,Yes,11.0,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,unkown,79.74,877.14,No,0 - 1 year,3,Medium
8583,f,0,Yes,No,10.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),71.01,0.0,No,0 - 1 year,5,Medium
8584,f,0,No,Yes,5.0,Yes,unkown,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.38,156.9,Yes,0 - 1 year,3,Low
8585,m,0,Yes,No,16.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,47.02,752.32,No,1 - 2 year,4,Low
8586,f,1,unkown,No,12.0,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,29.29,351.48,No,0 - 1 year,1,Low
8587,f,0,No,No,46.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,No,Electronic check,40.62,1868.52,No,2 - 4 year,2,Low
8588,f,0,No,Yes,16.0,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,93.76,1500.16,Yes,1 - 2 year,3,Medium
